Format Version,1.23,Take Name,Take 2023-06-01 10.47.29 AM,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2023-06-01 10.47.30.167 AM,Capture Start Frame,117940,Total Frames in Take,1865,Total Exported Frames,1865,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,spm,spm,spm,spm,spm,spm,cf,cf,cf,cf,cf,cf
,ID,"FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
107,1.783333,-0.365637,1.487235,0.631156,133.982117,134.718140,79.371338,,,,,,
108,1.800000,-0.345198,1.489620,0.628762,133.981369,134.716614,79.368668,,,,,,
109,1.816667,-0.383608,1.510876,0.626098,133.981247,134.717331,79.369827,,,,,,
110,1.833333,-0.361130,1.482705,0.631322,133.981155,134.716248,79.368484,,,,,,
111,1.850000,-0.362708,1.482638,0.632206,133.980530,134.714371,79.367081,,,,,,
112,1.866667,-0.341551,1.504210,0.626341,133.981552,134.715759,79.369698,,,,,,
113,1.883333,-0.329560,1.506452,0.623659,133.980286,134.716278,79.367966,,,,,,
114,1.900000,-0.368525,1.483460,0.634505,133.979889,134.714798,79.367889,,,,,,
115,1.916667,-0.377154,1.470839,0.634620,133.979630,134.715149,79.368095,,,,,,
116,1.933333,-0.338558,1.521802,0.618631,133.980881,134.714462,79.367599,,,,,,
117,1.950000,-0.344573,1.471807,0.632425,133.980225,134.714844,79.366646,,,,,,
118,1.966667,-0.344111,1.489154,0.626216,133.981705,134.718521,79.373260,,,,,,
119,1.983333,-0.335076,1.485171,0.629250,133.980988,134.714645,79.366821,,,,,,
120,2.000000,-0.359450,1.476207,0.634512,133.980850,134.713226,79.363335,,,,,,
121,2.016667,-0.361134,1.500027,0.625597,133.982773,134.717789,79.370827,,,,,,
122,2.033333,-0.356991,1.517314,0.621655,133.981354,134.718018,79.369942,,,,,,
123,2.050000,-0.343079,1.457380,0.634869,133.981461,134.716614,79.368263,,,,,,
124,2.066667,-0.374702,1.517598,0.626360,133.982162,134.716934,79.366646,,,,,,
125,2.083333,-0.363700,1.499256,0.627181,133.982101,134.716782,79.367958,,,,,,
126,2.100000,-0.362038,1.491437,0.629818,133.981003,134.715088,79.363976,,,,,,
127,2.116667,-0.359479,1.482009,0.631082,133.980606,134.716614,79.366425,,,,,,
128,2.133333,-0.348158,1.476271,0.630279,133.980698,134.715744,79.364807,,,,,,
129,2.150000,-0.363620,1.480436,0.632014,133.980042,134.715454,79.365067,,,,,,
130,2.166667,-0.388909,1.493167,0.635358,133.981293,134.718872,79.372787,,,,,,
131,2.183333,-0.363319,1.501513,0.630382,133.980927,134.718674,79.371201,,,,,,
132,2.200000,-0.341005,1.454287,0.634273,133.979218,134.713577,79.363899,,,,,,
133,2.216667,-0.353007,1.494822,0.624424,133.982117,134.718903,79.372910,,,,,,
134,2.233333,-0.357446,1.472968,0.630051,133.979950,134.714676,79.365295,,,,,,
135,2.250000,-0.339688,1.480485,0.626472,133.979965,134.714966,79.365486,,,,,,
136,2.266667,-0.388716,1.481176,0.636157,133.981262,134.717178,79.369247,,,,,,
137,2.283333,-0.363857,1.515752,0.620059,133.981979,134.717743,79.368835,,,,,,
138,2.300000,-0.350017,1.496236,0.626285,133.981735,134.715897,79.367073,,,,,,
139,2.316667,-0.368781,1.483494,0.631433,133.981461,134.716492,79.368469,,,,,,
140,2.333333,-0.355935,1.494260,0.625033,133.982071,134.717789,79.371330,,,,,,
141,2.350000,-0.383645,1.492931,0.631955,133.980789,134.715500,79.365028,,,,,,
142,2.366667,-0.353473,1.491817,0.627701,133.981873,134.718292,79.369614,,,,,,
143,2.383333,-0.354349,1.490260,0.628885,133.980087,134.715637,79.361687,,,,,,
144,2.400000,-0.337455,1.475570,0.629627,133.981644,134.717285,79.368912,,,,,,
145,2.416667,-0.357620,1.511767,0.622055,133.982056,134.718338,79.370789,,,,,,
146,2.433333,-0.358680,1.516933,0.622533,133.982391,134.719147,79.372299,,,,,,
147,2.450000,-0.345028,1.474012,0.629187,133.980865,134.714813,79.365402,,,,,,
148,2.466667,-0.366105,1.494051,0.627752,133.980667,134.717636,79.368004,,,,,,
149,2.483333,-0.362637,1.508811,0.623433,133.979889,134.715607,79.364525,,,,,,
150,2.500000,-0.337812,1.475023,0.630752,133.980179,134.714691,79.364044,,,,,,
151,2.516667,-0.346653,1.481422,0.625628,133.980820,134.717972,79.369194,,,,,,
152,2.533333,-0.349313,1.474585,0.629900,133.981171,134.716812,79.365715,,,,,,
153,2.550000,-0.359026,1.484716,0.630646,133.981369,134.717484,79.369179,,,,,,
154,2.566667,-0.369471,1.483707,0.628799,133.981308,134.717789,79.370407,,,,,,
155,2.583333,-0.378882,1.489592,0.632637,133.982330,134.718079,79.370003,,,,,,
156,2.600000,-0.348929,1.491568,0.628988,133.982224,134.715851,79.367645,,,,,,
157,2.616667,-0.336361,1.494063,0.624852,133.981339,134.717880,79.371452,,,,,,
158,2.633333,-0.366787,1.499405,0.626708,133.981262,134.716110,79.368462,,,,,,
159,2.650000,-0.364536,1.473432,0.632382,133.980774,134.715408,79.365982,,,,,,
160,2.666667,-0.346177,1.473161,0.630630,133.980896,134.716537,79.367844,,,,,,
161,2.683333,-0.345839,1.496104,0.628691,133.981186,134.718079,79.370407,,,,,,
162,2.700000,-0.341119,1.490035,0.627582,133.981400,134.718018,79.372292,,,,,,
163,2.716667,-0.360676,1.480258,0.629498,133.980835,134.715836,79.366463,,,,,,
164,2.733333,-0.364910,1.487603,0.630737,133.981613,134.718292,79.370506,,,,,,
165,2.750000,-0.355519,1.464868,0.631098,133.981918,134.716766,79.367310,,,,,,
166,2.766667,-0.358535,1.471672,0.633499,133.981049,134.718018,79.369690,,,,,,
167,2.783333,-0.368256,1.471168,0.636037,133.981140,134.718399,79.370338,,,,,,
168,2.800000,-0.358494,1.477180,0.632273,133.981033,134.715744,79.364738,,,,,,
169,2.816667,-0.370231,1.479340,0.634654,133.980606,134.718552,79.370590,,,,,,
170,2.833333,-0.368440,1.515628,0.624975,133.982651,134.719604,79.373611,,,,,,
171,2.850000,-0.360312,1.478741,0.629986,133.980576,134.715820,79.365524,,,,,,
172,2.866667,-0.334782,1.493775,0.624353,133.980698,134.716431,79.367355,,,,,,
173,2.883333,-0.373639,1.505963,0.625315,133.981186,134.716278,79.366333,,,,,,
174,2.900000,-0.357715,1.477625,0.634289,133.981018,134.713318,79.361946,,,,,,
175,2.916667,-0.380626,1.461795,0.638377,133.982117,134.719498,79.375252,,,,,,
176,2.933333,-0.351144,1.477762,0.631595,133.982346,134.718979,79.373734,,,,,,
177,2.950000,-0.333560,1.481327,0.626314,133.981506,134.716492,79.370216,,,,,,
178,2.966667,-0.357728,1.491356,0.631644,133.981247,134.716263,79.368172,,,,,,
179,2.983333,-0.371930,1.481102,0.634509,133.981491,134.716919,79.369308,,,,,,
180,3.000000,-0.344088,1.513990,0.622672,133.980438,134.713821,79.364449,,,,,,
181,3.016667,-0.344794,1.475775,0.630154,133.981140,134.716721,79.369911,-0.332121,-7.013649,-2.273568,132.386612,16.367466,145.841553
182,3.033333,-0.366106,1.482890,0.632952,133.980408,134.716629,79.368057,1.289521,-8.608542,-0.771942,132.229935,16.805481,145.669159
183,3.050000,-0.338379,1.485723,0.628307,133.979645,134.713669,79.363403,-4.486280,-9.336149,-1.543413,132.113205,17.043758,145.518143
184,3.066667,-0.348396,1.490171,0.628190,133.979721,134.714325,79.364372,-2.975124,-8.610276,-2.180013,131.947403,17.532558,145.474472
185,3.083333,-0.354915,1.491046,0.628552,133.979156,134.715424,79.364357,-2.668301,-8.735600,-2.063481,131.769257,18.000700,145.401947
186,3.100000,-0.342434,1.469797,0.635563,133.979004,134.711929,79.359261,2.375923,-8.025901,-2.134755,131.557724,18.666273,145.388397
187,3.116667,-0.369392,1.493341,0.630860,133.978836,134.713135,79.358215,0.508015,-8.692395,-1.468455,131.364548,19.111532,145.322189
188,3.133333,-0.363287,1.477957,0.632110,133.979721,134.713470,79.362373,8.663466,-7.897388,1.072358,131.263428,19.274254,145.227066
189,3.150000,-0.360927,1.466922,0.632628,133.979385,134.711212,79.357155,-5.310562,-9.613187,-2.126270,131.033401,19.949259,145.226563
190,3.166667,-0.356606,1.465650,0.634070,133.979263,134.714798,79.360374,-3.119398,-8.561947,-3.717736,130.880554,20.518242,145.263458
191,3.183333,-0.331143,1.444875,0.637036,133.979111,134.713394,79.361923,-3.119911,-9.007061,-2.377607,130.682419,21.068880,145.255356
192,3.200000,-0.343922,1.491467,0.624427,133.979813,134.714478,79.365837,-0.193465,-9.286263,-1.085411,130.438477,21.746767,145.275909
193,3.216667,-0.376869,1.490469,0.630118,133.979111,134.714966,79.363022,8.045097,-7.823003,-0.004105,130.350677,22.062883,145.298950
194,3.233333,-0.357027,1.481557,0.629312,133.979904,134.715515,79.367821,-4.000271,-9.240437,-2.590617,130.108490,22.771057,145.334488
195,3.250000,-0.338093,1.478802,0.631485,133.978714,134.710983,79.358177,6.989034,-8.600013,0.644081,129.970459,23.223202,145.351608
196,3.266667,-0.347187,1.514931,0.619463,133.979080,134.711929,79.359871,7.521524,-8.052175,-1.113855,129.804260,23.885431,145.441284
197,3.283333,-0.356516,1.481733,0.628217,133.980972,134.715408,79.367790,-3.435848,-9.261333,-2.826457,129.578171,24.606873,145.484207
198,3.300000,-0.359724,1.499526,0.624228,133.979172,134.712296,79.360947,-0.695194,-9.114564,-2.783539,129.380234,25.388231,145.565994
199,3.316667,-0.346962,1.484713,0.627889,133.979065,134.715332,79.365837,0.447331,-8.679873,-3.341559,129.210587,26.059923,145.660782
200,3.333333,-0.342279,1.498783,0.626015,133.980698,134.715378,79.367874,1.532966,-7.879820,-3.941356,129.045212,26.810497,145.776596
201,3.350000,-0.356111,1.482296,0.631503,133.982437,134.718521,79.371689,2.079738,-7.954823,-4.093847,128.865463,27.553484,145.865005
202,3.366667,-0.341567,1.514228,0.621615,133.980652,134.714874,79.366158,2.105462,-8.126591,-4.488420,128.713150,28.208101,145.943161
203,3.383333,-0.336079,1.488120,0.627281,133.980865,134.716766,79.369171,1.574167,-8.139384,-4.476007,128.545746,28.951723,146.025803
